"Started At (CST)","Ended At (CST)","Tag","Duration (Minutes)","Starting Location","Starting Saved Location","Starting Latitude","Starting Longitude","Starting Odometer (mi)","Ending Location","Ending Saved Location","Ending Latitude","Ending Longitude","Ending Odometer (mi)","Starting Battery (%)","Ending Battery (%)","Average Inside Temperature (°F)","Average Outside Temperature (°F)","Average Speed (mph)","Max Speed (mph)","Rated Range Used (mi)","Ideal Range Used (mi)","Distance (mi)","Total Energy Used (kWh)","Average Energy Used (Wh/mi)"
"2025-07-07 19:49","2025-07-07 20:00",,"11","201 SW 27th St, Lincoln, Nebraska 68522, United States",,"40.813050","-96.788800","65449.52","Holdrege Road, Pleasant Dale, Nebraska 68423, United States",,"40.828968","-96.944040","65458.59","30","25","69.17","87.67","56","73","13.72","0.00","9.06","3.06","338"
"2025-07-07 21:44","2025-07-07 22:09",,"24","Holdrege Road, Pleasant Dale, Nebraska 68423, United States",,"40.828968","-96.944040","65458.59","4625 Vine Street, Lincoln, Nebraska 68503, United States",,"40.820404","-96.655820","65475.68","23","15","65.55","83.12","43","73","21.42","0.00","17.09","4.66","273"
"2025-07-07 22:09","2025-07-07 22:15",,"6","4625 Vine Street, Lincoln, Nebraska 68503, United States",,"40.820404","-96.655820","65475.68","6100 Vine Street, Lincoln, Nebraska 68505, United States",,"40.822716","-96.638660","65477.14","15","14","65.30","84.20","18","41","1.92","0.00","1.46","0.48","329"
"2025-07-07 22:18","2025-07-07 22:28",,"9","6100 Vine Street, Lincoln, Nebraska 68505, United States",,"40.822716","-96.638660","65477.16","6600 Park Crest Court, Lincoln, Nebraska 68506, United States","Parents","40.786144","-96.629560","65480.95","14","12","67.37","84.13","27","44","5.69","0.00","3.80","1.26","332"
"2025-07-08 15:49","2025-07-08 15:50",,"0","6600 Park Crest Court, Lincoln, Nebraska 68506, United States","Parents","40.786144","-96.629560","65480.96","6600 Park Crest Court, Lincoln, Nebraska 68506, United States","Parents","40.786114","-96.629555","65480.97","40","40","77.00","75.20","0","0","0.00","0.00","0.01","0.02","2000"
"2025-07-08 15:50","2025-07-08 15:50",,"0","6600 Park Crest Court, Lincoln, Nebraska 68506, United States","Parents","40.786114","-96.629555","65480.97","6600 Park Crest Court, Lincoln, Nebraska 68506, United States","Parents","40.786064","-96.629570","65481.02","40","40","76.41","75.20","0","1","0.17","0.00","0.05","0.08","1600"
"2025-07-08 15:50","2025-07-08 16:01",,"10","6600 Park Crest Court, Lincoln, Nebraska 68506, United States","Parents","40.786064","-96.629570","65481.02","5610 N Street, Lincoln, Nebraska 68510, United States",,"40.812965","-96.643790","65484.59","40","38","67.33","77.74","26","39","4.85","0.00","3.57","1.00","280"
"2025-07-08 16:20","2025-07-08 16:21",,"0","5610 N Street, Lincoln, Nebraska 68510, United States",,"40.812965","-96.643790","65484.62","5610 N Street, Lincoln, Nebraska 68510, United States",,"40.812960","-96.643570","65484.64","38","38","87.22","93.20","0","1","0.17","0.00","0.02","0.02","1000"
"2025-07-08 16:30","2025-07-08 16:33",,"3","5610 N Street, Lincoln, Nebraska 68510, United States",,"40.812977","-96.643500","65484.64","5610 N Street, Lincoln, Nebraska 68510, United States",,"40.813130","-96.643684","65484.66","38","38","74.12","93.20","5","5","0.67","0.00","0.01","0.12","12000"
"2025-07-08 16:33","2025-07-08 16:34",,"1","5610 N Street, Lincoln, Nebraska 68510, United States",,"40.813130","-96.643684","65484.66","5610 N Street, Lincoln, Nebraska 68510, United States",,"40.813130","-96.643910","65484.68","38","38","66.67","93.20","5","5","0.17","0.00","0.02","0.06","3000"
"2025-07-08 16:35","2025-07-08 16:44",,"9","5610 N Street, Lincoln, Nebraska 68510, United States",,"40.813130","-96.643910","65484.68","4718 O Street, Lincoln, Nebraska 68510, United States",,"40.813763","-96.655180","65486.08","38","37","66.06","92.26","14","35","2.93","0.00","1.37","0.64","467"
"2025-07-08 17:00","2025-07-08 17:07",,"7","4718 O Street, Lincoln, Nebraska 68510, United States",,"40.813760","-96.655140","65486.08","733 North 45th Street, Lincoln, Nebraska 68503, United States",,"40.820120","-96.656750","65488.27","36","35","65.30","92.16","19","47","3.51","0.00","2.19","0.76","347"
"2025-07-08 17:19","2025-07-08 17:21",,"2","733 North 45th Street, Lincoln, Nebraska 68503, United States",,"40.820120","-96.656750","65488.29","333 North 48th Street, Lincoln, Nebraska 68504, United States",,"40.816113","-96.654670","65488.73","35","34","78.67","91.40","12","29","1.26","0.00","0.40","0.24","600"
"2025-07-08 17:46","2025-07-08 18:00",,"14","333 North 48th Street, Lincoln, Nebraska 68504, United States",,"40.816113","-96.654670","65488.73","7000 Van Dorn Street, Lincoln, Nebraska 68506, United States",,"40.784595","-96.624756","65492.64","34","30","72.18","94.05","25","42","9.29","0.00","3.91","2.12","542"
"2025-07-08 18:01","2025-07-08 18:04",,"3","7000 Van Dorn Street, Lincoln, Nebraska 68506, United States",,"40.784595","-96.624756","65492.64","6600 Park Crest Court, Lincoln, Nebraska 68506, United States","Parents","40.786140","-96.629570","65493.15","30","30","65.91","91.40","11","28","1.34","0.00","0.51","0.38","745"
"2025-07-09 12:29","2025-07-09 12:31",,"1","6600 Park Crest Court, Lincoln, Nebraska 68506, United States","Parents","40.786140","-96.629570","65493.15","6600 Park Crest Court, Lincoln, Nebraska 68506, United States","Parents","40.786053","-96.629555","65493.39","58","58","82.04","75.20","17","26","0.25","0.00","0.24","0.16","667"
"2025-07-09 12:31","2025-07-09 12:38",,"7","6600 Park Crest Court, Lincoln, Nebraska 68506, United States","Parents","40.786053","-96.629555","65493.39","5900 Old Cheney Road, Lincoln, Nebraska 68516, United States",,"40.755450","-96.639190","65496.61","58","56","73.71","79.97","28","51","6.03","0.00","3.23","1.20","372"
"2025-07-09 14:15","2025-07-09 14:24",,"8","5900 Old Cheney Road, Lincoln, Nebraska 68516, United States",,"40.755450","-96.639190","65496.62","2700 Porter Ridge Road, Lincoln, Nebraska 68516, United States",,"40.738293","-96.682014","65500.35","53","51","77.59","95.74","23","51","6.28","0.00","3.72","1.48","398"
"2025-07-09 14:27","2025-07-09 14:30",,"2","2700 Porter Ridge Road, Lincoln, Nebraska 68516, United States",,"40.738293","-96.682014","65500.36","2801 Pine Lake Road, Lincoln, Nebraska 68516, United States",,"40.739193","-96.680100","65500.54","51","50","81.07","97.18","9","10","0.92","0.00","0.18","0.22","1222"
"2025-07-09 14:32","2025-07-09 14:38",,"5","2801 Pine Lake Road, Lincoln, Nebraska 68516, United States",,"40.739193","-96.680100","65500.54","1631 Pine Lake Road, Lincoln, Nebraska 68506, United States",,"40.738026","-96.697230","65501.89","50","49","71.33","97.48","15","35","2.76","0.00","1.35","0.62","459"
"2025-07-09 15:05","2025-07-09 15:07",,"2","1631 Pine Lake Road, Lincoln, Nebraska 68506, United States",,"40.738026","-96.697230","65501.89","1615 Pine Lake Road, Lincoln, Nebraska 68512, United States",,"40.737934","-96.698006","65502.19","48","48","84.90","97.70","11","13","1.34","0.00","0.28","0.24","857"
"2025-07-09 15:07","2025-07-09 15:27",,"19","1615 Pine Lake Road, Lincoln, Nebraska 68512, United States",,"40.737934","-96.698006","65502.19","6820 South 70th Street, Lincoln, Nebraska 68516, United States",,"40.743282","-96.624380","65506.86","48","44","68.85","89.47","23","51","9.96","0.00","4.60","2.28","496"
"2025-07-09 15:27","2025-07-09 15:38",,"10","6820 South 70th Street, Lincoln, Nebraska 68516, United States",,"40.743282","-96.624380","65506.86","6600 Park Crest Court, Lincoln, Nebraska 68506, United States","Parents","40.786064","-96.629670","65510.04","44","42","65.62","89.78","30","46","5.02","0.00","3.10","1.10","355"
"2025-07-09 16:45","2025-07-09 17:01",,"15","6600 Park Crest Court, Lincoln, Nebraska 68506, United States","Parents","40.786064","-96.629670","65510.04","6020 Colfax Avenue, Lincoln, Nebraska 68507, United States",,"40.850850","-96.637920","65515.70","39","36","71.85","96.44","28","45","10.29","0.00","5.66","2.28","403"
"2025-07-09 17:02","2025-07-09 17:03",,"0","6020 Colfax Avenue, Lincoln, Nebraska 68507, United States",,"40.850872","-96.637930","65515.71","6020 Colfax Avenue, Lincoln, Nebraska 68507, United States",,"40.851078","-96.638054","65515.74","35","35","71.24","96.49","0","0","0.17","0.00","0.01","0.02","2000"
"2025-07-09 18:44","2025-07-09 18:45",,"0","6020 Colfax Avenue, Lincoln, Nebraska 68507, United States",,"40.851070","-96.638020","65515.74","6042 Colfax Avenue, Lincoln, Nebraska 68507, United States",,"40.851086","-96.637650","65515.80","31","31","77.72","99.50","4","4","0.17","0.00","0.06","0.02","333"
"2025-07-09 18:52","2025-07-09 19:00",,"8","6042 Colfax Avenue, Lincoln, Nebraska 68507, United States",,"40.851086","-96.637650","65515.80","North 29th Street, Lincoln, Nebraska 68521, United States",,"40.844578","-96.680130","65518.91","31","28","61.57","96.53","31","52","6.19","0.00","3.11","1.36","437"
"2025-07-09 19:29","2025-07-09 19:29",,"0","North 29th Street, Lincoln, Nebraska 68521, United States",,"40.844578","-96.680130","65518.91","North 29th Street, Lincoln, Nebraska 68521, United States",,"40.844578","-96.680130","65518.91","26","26","60.26","104.90","0","0","0.00","0.00","0.00","0.00",
"2025-07-09 19:29","2025-07-09 19:29",,"0","North 29th Street, Lincoln, Nebraska 68521, United States",,"40.844578","-96.680130","65518.91","North 29th Street, Lincoln, Nebraska 68521, United States",,"40.844578","-96.680130","65518.91","26","26","60.80","104.90","0","0","0.00","0.00","0.00","0.08",
"2025-07-09 19:33","2025-07-09 19:45",,"11","North 29th Street, Lincoln, Nebraska 68521, United States",,"40.844578","-96.680130","65518.91","6042 Colfax Avenue, Lincoln, Nebraska 68507, United States",,"40.850956","-96.637610","65522.71","25","22","64.31","98.15","27","47","7.95","0.00","3.70","1.86","503"
"2025-07-09 19:45","2025-07-09 19:55",,"10","6042 Colfax Avenue, Lincoln, Nebraska 68507, United States",,"40.850956","-96.637610","65522.71","6100 Vine Street, Lincoln, Nebraska 68505, United States",,"40.822876","-96.638250","65526.44","22","19","61.27","92.88","22","40","7.78","0.00","3.70","1.66","449"
"2025-07-09 21:31","2025-07-09 21:42",,"10","6100 Vine Street, Lincoln, Nebraska 68505, United States",,"40.822876","-96.638245","65526.44","6600 Park Crest Court, Lincoln, Nebraska 68506, United States","Parents","40.786068","-96.629670","65530.20","19","16","70.97","88.86","24","45","7.11","0.00","3.76","1.62","431"
"2025-07-10 08:13","2025-07-10 08:14",,"0","6600 Park Crest Court, Lincoln, Nebraska 68506, United States","Parents","40.786064","-96.629684","65530.21","6600 Park Crest Court, Lincoln, Nebraska 68506, United States","Parents","40.786106","-96.629620","65530.21","15","15","86.72","82.40","0","1","0.00","0.00","0.00","0.00",
"2025-07-10 08:21","2025-07-10 08:21",,"0","6600 Park Crest Court, Lincoln, Nebraska 68506, United States","Parents","40.786106","-96.629620","65530.21","6600 Park Crest Court, Lincoln, Nebraska 68506, United States","Parents","40.786133","-96.629640","65530.22","15","15","79.34","82.40","0","0","0.00","0.00","0.01","0.02","2000"
"2025-07-10 10:38","2025-07-10 10:54",,"16","6600 Park Crest Court, Lincoln, Nebraska 68506, United States","Parents","40.786156","-96.629630","65530.22","610 West O Street, Lincoln, Nebraska 68528, United States",,"40.814255","-96.727844","65536.30","10","8","62.67","87.98","29","46","7.53","0.00","6.08","1.66","273"
"2025-07-10 11:15","2025-07-10 11:18",,"2","610 West O Street, Lincoln, Nebraska 68528, United States",,"40.814255","-96.727844","65536.30","110 Northwest 20th Street, Lincoln, Nebraska 68528, United States",,"40.814297","-96.748856","65537.50","67","67","63.55","88.70","25","51","2.18","0.00","1.18","0.60","508"
"2025-07-10 11:25","2025-07-10 12:11",,"45","110 Northwest 20th Street, Lincoln, Nebraska 68528, United States",,"40.814297","-96.748856","65537.50","Hy-Vee Gas, Omaha, Nebraska 68124, United States",,"41.233704","-96.052260","65589.01","66","39","64.83","85.68","69","85","71.72","0.00","51.51","16.20","315"
"2025-07-10 12:14","2025-07-10 12:14",,"0","Hy-Vee Gas, Omaha, Nebraska 68124, United States",,"41.233704","-96.052260","65589.01","Hy-Vee Gas, Omaha, Nebraska 68124, United States",,"41.233700","-96.052290","65589.02","39","39","58.82","88.25","0","0","0.00","0.00","0.01","0.00","0"
"2025-07-10 12:14","2025-07-10 12:16",,"1","Hy-Vee Gas, Omaha, Nebraska 68124, United States",,"41.233700","-96.052290","65589.02","2734 South 90th Street, Omaha, Nebraska 68124, United States",,"41.233494","-96.052410","65589.03","39","39","60.82","89.49","0","0","0.33","0.00","0.01","0.06","6000"
"2025-07-10 12:16","2025-07-10 12:16",,"0","2734 South 90th Street, Omaha, Nebraska 68124, United States",,"41.233494","-96.052410","65589.03","2734 South 90th Street, Omaha, Nebraska 68124, United States",,"41.233494","-96.052410","65589.04","39","39","62.11","90.50","0","0","0.00","0.00","0.01","0.00","0"
"2025-07-10 12:51","2025-07-10 13:09",,"18","2734 South 90th Street, Omaha, Nebraska 68124, United States",,"41.233500","-96.052444","65589.04","3245 South 24th Street, Council Bluffs, Iowa 51501, United States",,"41.229843","-95.878800","65599.48","85","78","61.43","90.19","50","78","18.16","0.00","10.44","4.26","408"
"2025-07-10 13:14","2025-07-10 13:21",,"7","3245 South 24th Street, Council Bluffs, Iowa 51501, United States",,"41.229843","-95.878800","65599.48","3245 South 24th Street, Council Bluffs, Iowa 51501, United States",,"41.229454","-95.878180","65599.55","78","78","66.51","93.83","8","9","1.17","0.00","0.07","0.24","3429"
"2025-07-10 13:21","2025-07-10 13:22",,"1","3245 South 24th Street, Council Bluffs, Iowa 51501, United States",,"41.229454","-95.878180","65599.55","3245 South 24th Street, Council Bluffs, Iowa 51501, United States",,"41.229454","-95.878180","65599.55","78","77","66.92","92.30","0","0","0.17","0.00","0.00","-0.02",
"2025-07-10 13:22","2025-07-10 13:25",,"2","3245 South 24th Street, Council Bluffs, Iowa 51501, United States",,"41.229454","-95.878180","65599.55","3245 South 24th Street, Council Bluffs, Iowa 51501, United States",,"41.229454","-95.878180","65599.55","77","77","66.92","92.30","0","0","0.33","0.00","0.00","0.14",
"2025-07-10 13:25","2025-07-10 13:35",,"10","3245 South 24th Street, Council Bluffs, Iowa 51501, United States",,"41.229454","-95.878180","65599.55","625 Riverfront Drive, Omaha, Nebraska 68102, United States",,"41.265690","-95.925350","65605.59","77","74","66.47","88.70","39","68","8.54","0.00","6.03","1.88","312"
"2025-07-10 13:51","2025-07-10 13:53",,"2","625 Riverfront Drive, Omaha, Nebraska 68102, United States",,"41.265713","-95.925370","65605.59","601 Riverfront Drive, Omaha, Nebraska 68102, United States",,"41.264477","-95.924480","65605.84","74","73","65.66","86.90","8","15","0.67","0.00","0.25","0.20","800"
"2025-07-10 13:56","2025-07-10 15:19",,"82","601 Riverfront Drive, Omaha, Nebraska 68102, United States",,"41.264477","-95.924480","65605.86","4727 Southern Hills Drive, Sioux City, Iowa 51106, United States",,"42.441166","-96.345960","65700.83","73","21","67.44","80.80","70","81","138.74","0.00","94.97","31.38","330"
"2025-07-10 15:35","2025-07-10 16:57",,"82","4727 Southern Hills Drive, Sioux City, Iowa 51106, United States",,"42.441166","-96.345960","65700.83","2000 South Marion Road, Sioux Falls, South Dakota 57106, United States",,"43.527730","-96.790580","65793.40","60","7","63.55","77.40","69","89","142.01","0.00","92.57","31.98","345"
"2025-07-10 17:36","2025-07-10 17:36",,"0","2000 South Marion Road, Sioux Falls, South Dakota 57106, United States",,"43.527730","-96.790580","65793.40","2000 South Marion Road, Sioux Falls, South Dakota 57106, United States",,"43.527730","-96.790580","65793.40","74","74","60.98","79.70","0","0","0.00","0.00","0.00","0.00",
"2025-07-10 17:42","2025-07-10 19:12",,"90","2000 South Marion Road, Sioux Falls, South Dakota 57106, United States",,"43.527730","-96.790580","65793.40","1300 9, Watertown, South Dakota 57201, United States",,"44.889175","-97.094390","65895.50","81","20","59.61","84.43","72","86","159.75","0.00","102.09","36.14","354"
"2025-07-10 19:24","2025-07-10 20:12",,"47","1300 9, Watertown, South Dakota 57201, United States",,"44.889175","-97.094390","65895.50","2410 S Dakota Highway, Sisseton, South Dakota 57262, United States",,"45.658504","-97.017790","65953.28","55","24","64.51","83.80","74","86","82.01","0.00","57.78","19.28","334"
"2025-07-10 20:34","2025-07-10 21:57",,"83","2410 S Dakota Highway, Sisseton, South Dakota 57262, United States",,"45.658504","-97.017790","65953.28","219 Broadway, Fargo, North Dakota 58102, United States",,"46.878730","-96.787640","66043.98","75","26","63.23","79.90","70","84","130.04","0.00","90.70","29.60","326"
"2025-07-10 22:04","2025-07-10 22:11",,"7","219 Broadway, Fargo, North Dakota 58102, United States",,"46.878730","-96.787640","66044.03","215 5th Street North, Fargo, North Dakota 58102, United States",,"46.878773","-96.786390","66044.23","26","26","67.77","81.50","11","14","1.00","0.00","0.20","0.24","1200"
"2025-07-11 11:01","2025-07-11 11:01",,"0","215 5th Street North, Fargo, North Dakota 58102, United States",,"46.878760","-96.786330","66044.23","215 5th Street North, Fargo, North Dakota 58102, United States",,"46.878760","-96.786330","66044.23","21","21","83.66","77.00","0","0","0.00","0.00","0.00","0.00",
"2025-07-11 11:03","2025-07-11 11:12",,"8","215 5th Street North, Fargo, North Dakota 58102, United States",,"46.878760","-96.786330","66044.23","502 Broadway, Fargo, North Dakota 58102, United States",,"46.881725","-96.787796","66044.59","20","20","69.08","77.00","7","9","1.17","0.00","0.36","0.40","1111"
"2025-07-11 11:32","2025-07-11 11:38",,"5","502 Broadway, Fargo, North Dakota 58102, United States",,"46.881725","-96.787796","66044.59","406 Main Avenue, Fargo, North Dakota 58103, United States",,"46.874070","-96.785774","66045.45","19","18","63.50","77.00","16","24","2.01","0.00","0.86","0.40","465"
"2025-07-11 11:41","2025-07-11 11:47",,"5","406 Main Avenue, Fargo, North Dakota 58103, United States",,"46.874070","-96.785774","66045.49","1415 South River Road, Fargo, North Dakota 58103, United States",,"46.859200","-96.784065","66046.66","18","18","67.46","77.00","25","34","1.92","0.00","1.17","0.42","359"
"2025-07-11 11:51","2025-07-11 12:00",,"8","1415 South River Road, Fargo, North Dakota 58103, United States",,"46.859200","-96.784065","66046.66","151 22nd Avenue South, Moorhead, Minnesota 56560, United States",,"46.852790","-96.779640","66049.86","17","16","67.46","77.00","25","35","3.77","0.00","3.20","0.90","281"
"2025-07-11 12:18","2025-07-11 12:28",,"9","151 22nd Avenue South, Moorhead, Minnesota 56560, United States",,"46.852818","-96.779680","66049.88","725 30th Avenue South, Moorhead, Minnesota 56560, United States",,"46.843796","-96.769110","66051.50","15","14","67.37","75.20","18","29","2.85","0.00","1.62","0.64","395"
"2025-07-11 12:35","2025-07-11 13:03",,"28","725 30th Avenue South, Moorhead, Minnesota 56560, United States",,"46.843796","-96.769110","66051.50","4510 16th Avenue South, Fargo, North Dakota 58103, United States",,"46.856632","-96.862390","66070.90","14","4","67.42","75.02","40","73","26.36","0.00","19.40","5.96","307"
"2025-07-11 13:36","2025-07-11 14:25",,"49","4510 16th Avenue South, Fargo, North Dakota 58103, United States",,"46.856632","-96.862390","66070.90","544 Center Street North, Rothsay, Minnesota 56579, United States",,"46.480057","-96.280270","66114.21","77","52","62.64","74.14","58","83","66.44","0.00","43.31","15.14","350"
"2025-07-11 14:38","2025-07-11 14:58",,"19","544 Center Street North, Rothsay, Minnesota 56579, United States",,"46.480030","-96.280270","66114.21","615 Frontier Drive, Fergus Falls, Minnesota 56537, United States",,"46.289925","-96.118330","66130.80","52","43","59.52","70.79","51","74","22.85","0.00","16.59","5.14","310"
"2025-07-11 15:26","2025-07-11 17:26",,"120","615 Frontier Drive, Fergus Falls, Minnesota 56537, United States",,"46.289925","-96.118330","66130.80","220 7th Street West, Monticello, Minnesota 55362, United States",,"45.300774","-93.799576","66271.12","83","7","64.80","78.22","72","80","204.18","0.00","140.32","46.26","330"
"2025-07-11 18:22","2025-07-11 18:22",,"0","220 7th Street West, Monticello, Minnesota 55362, United States",,"45.300774","-93.799576","66271.13","100 7th Street East, Monticello, Minnesota 55362, United States",,"45.300350","-93.799440","66271.14","95","95","65.48","75.20","0","0","0.00","0.00","0.01","0.00","0"
"2025-07-11 18:25","2025-07-11 20:00",,"95","100 7th Street East, Monticello, Minnesota 55362, United States",,"45.300350","-93.799440","66271.16","1625 Stout Street, Menomonie, Wisconsin 54751, United States",,"44.901350","-91.930855","66377.20","95","41","66.27","81.68","69","81","143.77","0.00","106.03","32.52","307"
"2025-07-11 20:36","2025-07-11 20:41",,"4","1625 Stout Street, Menomonie, Wisconsin 54751, United States",,"44.901350","-91.930855","66377.22","506 Crescent Street, Menomonie, Wisconsin 54751, United States",,"44.878147","-91.928650","66378.95","40","39","71.91","78.42","19","47","2.43","0.00","1.73","0.54","312"
"2025-07-11 21:29","2025-07-11 21:31",,"2","506 Crescent Street, Menomonie, Wisconsin 54751, United States",,"44.878147","-91.928650","66378.96","200 1st Avenue West, Menomonie, Wisconsin 54751, United States",,"44.882595","-91.928190","66379.35","39","38","79.88","82.40","20","25","0.75","0.00","0.33","0.14","424"
"2025-07-11 21:31","2025-07-11 21:31",,"0","2nd Street Northeast, Menomonie, Wisconsin 54751, United States",,"44.882810","-91.928390","66379.29","200 1st Avenue West, Menomonie, Wisconsin 54751, United States",,"44.882580","-91.928154","66379.36","38","38","79.88","82.09","17","17","0.00","0.00","0.06","0.00","0"
"2025-07-11 22:18","2025-07-11 22:23",,"4","200 1st Avenue West, Menomonie, Wisconsin 54751, United States",,"44.882580","-91.928154","66379.36","215 Pine Avenue East, Menomonie, Wisconsin 54751, United States",,"44.901077","-91.930990","66381.00","38","37","81.68","76.69","24","38","2.43","0.00","1.64","0.50","305"
"2025-07-12 09:47","2025-07-12 09:48",,"1","215 Pine Avenue East, Menomonie, Wisconsin 54751, United States",,"44.901077","-91.930990","66381.02","1625 Stout Street, Menomonie, Wisconsin 54751, United States",,"44.901350","-91.930720","66381.04","33","33","83.66","71.60","3","3","0.00","0.00","0.02","0.00","0"
"2025-07-12 09:52","2025-07-12 09:55",,"2","1625 Stout Street, Menomonie, Wisconsin 54751, United States",,"44.901380","-91.930725","66381.05","121 Pine Avenue West, Menomonie, Wisconsin 54751, United States",,"44.901410","-91.933620","66381.37","33","33","83.75","71.60","11","18","1.26","0.00","0.32","0.24","750"
"2025-07-12 10:21","2025-07-12 11:46",,"85","121 Pine Avenue West, Menomonie, Wisconsin 54751, United States",,"44.901410","-91.933620","66381.38","Sam Walton Avenue, Tomah, Wisconsin 54660, United States",,"44.018826","-90.507480","66482.73","76","22","61.61","77.13","73","82","143.10","0.00","101.35","32.48","320"
"2025-07-12 12:10","2025-07-12 12:10",,"0","Sam Walton Avenue, Tomah, Wisconsin 54660, United States",,"44.018826","-90.507480","66482.73","Sam Walton Avenue, Tomah, Wisconsin 54660, United States",,"44.018826","-90.507480","66482.73","77","77","73.58","78.80","0","0","0.00","0.00","0.00","0.00",
"2025-07-12 12:10","2025-07-12 13:57",,"107","Sam Walton Avenue, Tomah, Wisconsin 54660, United States",,"44.018826","-90.507480","66482.73","1080 Remmel Drive, Watertown, Wisconsin 53094, United States",,"43.093704","-88.759310","66606.39","77","13","64.89","80.82","69","86","169.04","0.00","123.66","38.56","312"
"2025-07-12 14:00","2025-07-12 14:01",,"0","1080 Remmel Drive, Watertown, Wisconsin 53094, United States",,"43.093704","-88.759310","66606.46","1080 Remmel Drive, Watertown, Wisconsin 53094, United States",,"43.093580","-88.759300","66606.47","13","13","72.68","80.60","0","0","0.00","0.00","0.01","0.02","2000"
"2025-07-12 14:26","2025-07-12 15:33",,"67","1080 Remmel Drive, Watertown, Wisconsin 53094, United States",,"43.093580","-88.759300","66606.48","2800 West Frontage Road, Kenosha, Wisconsin 53144, United States",,"42.614430","-87.953445","66678.73","76","38","65.43","84.83","67","83","99.67","0.00","72.25","22.62","313"
"2025-07-12 15:52","2025-07-12 17:18",,"86","2800 West Frontage Road, Kenosha, Wisconsin 53144, United States",,"42.614430","-87.953445","66678.73","3475 North Clark Street, Chicago, Illinois 60657, United States",,"41.945480","-87.655050","66732.70","38","13","64.63","87.24","41","76","64.77","0.00","53.97","14.66","272"
"2025-07-12 17:50","2025-07-12 17:57",,"6","3475 North Clark Street, Chicago, Illinois 60657, United States",,"41.945480","-87.655050","66732.71","3449 N Sheffield Ave, Chicago, Illinois 60657, United States",,"41.944950","-87.654335","66733.12","12","11","66.38","90.81","7","18","2.01","0.00","0.41","0.48","1171"
"2025-07-13 11:19","2025-07-13 11:26",,"6","3443 North Sheffield Avenue, Chicago, Illinois 60657, United States",,"41.944942","-87.654340","66733.12","1012 West Addison Street, Chicago, Illinois 60613, United States",,"41.947186","-87.654854","66734.09","10","9","77.00","81.14","12","21","4.44","0.00","0.93","0.76","817"
"2025-07-13 11:38","2025-07-13 11:50",,"11","1012 West Addison Street, Chicago, Illinois 60613, United States",,"41.947186","-87.654854","66734.09","621 West Barry Avenue, Chicago, Illinois 60657, United States",,"41.937460","-87.644930","66736.04","8","6","73.62","79.38","16","24","6.69","0.00","1.95","1.50","769"
"2025-07-13 12:40","2025-07-13 12:56",,"16","621 West Barry Avenue, Chicago, Illinois 60657, United States",,"41.937460","-87.644930","66736.09","4697 West Lawrence Drive, Chicago, Illinois 60613, United States",,"41.968400","-87.643470","66739.74","83","80","64.49","81.00","18","49","7.36","0.00","3.65","1.74","477"
"2025-07-13 12:59","2025-07-13 13:05",,"5","4697 West Lawrence Drive, Chicago, Illinois 60613, United States",,"41.968400","-87.643470","66739.76","610 West Lawrence Avenue, Chicago, Illinois 60640, United States",,"41.968666","-87.643420","66739.82","80","80","67.10","85.53","3","3","1.17","0.00","0.06","0.26","4333"
"2025-07-13 14:01","2025-07-13 14:14",,"13","610 West Lawrence Avenue, Chicago, Illinois 60640, United States",,"41.968666","-87.643420","66739.82","3475 North Clark Street, Chicago, Illinois 60657, United States",,"41.945488","-87.655030","66742.48","77","75","66.76","83.50","15","51","6.78","0.00","2.66","1.58","594"
"2025-07-13 14:33","2025-07-13 14:34",,"0","3475 North Clark Street, Chicago, Illinois 60657, United States",,"41.945488","-87.655030","66742.51","3444 North Clark Street, Chicago, Illinois 60657, United States",,"41.944656","-87.654550","66742.52","73","73","66.20","92.75","2","2","0.00","0.00","0.01","0.00","0"
"2025-07-13 14:38","2025-07-13 15:02",,"23","3444 North Clark Street, Chicago, Illinois 60657, United States",,"41.944656","-87.654550","66742.57","1342 West Division Street, Chicago, Illinois 60642, United States",,"41.903763","-87.662340","66746.74","73","70","66.42","88.56","14","36","9.29","0.00","4.16","2.16","519"
"2025-07-13 15:12","2025-07-13 15:49",,"36","1342 West Division Street, Chicago, Illinois 60642, United States",,"41.903763","-87.662340","66746.74","750 East 111th Street, Chicago, Illinois 60628, United States",,"41.693590","-87.601170","66763.83","69","61","67.19","90.97","30","71","20.92","0.00","17.09","4.68","274"
"2025-07-13 16:09","2025-07-13 18:24",,"135","750 East 111th Street, Chicago, Illinois 60628, United States",,"41.693590","-87.601170","66763.84","1010 West 2nd Street, Veedersburg, Indiana 47987, United States",,"40.113000","-87.247990","66884.24","86","27","62.94","79.79","57","74","157.15","0.00","120.40","35.42","294"
"2025-07-13 18:45","2025-07-13 19:51",,"66","1010 West 2nd Street, Veedersburg, Indiana 47987, United States",,"40.113000","-87.247990","66884.24","2601 North 10th Street, Terre Haute, Indiana 47804, United States",,"39.498260","-87.403110","66935.45","74","50","65.05","71.94","48","69","65.19","0.00","51.21","14.84","290"
"2025-07-13 20:29","2025-07-13 20:35",,"5","2601 North 10th Street, Terre Haute, Indiana 47804, United States",,"39.498260","-87.403110","66935.45","1554 Lafayette Avenue, Terre Haute, Indiana 47804, United States",,"39.501778","-87.391014","66936.58","50","49","63.21","73.40","12","26","2.01","0.00","1.13","0.52","460"
