"Started At (CST)","Ended At (CST)","Tag","Duration (Minutes)","Starting Location","Starting Saved Location","Starting Latitude","Starting Longitude","Starting Odometer (mi)","Ending Location","Ending Saved Location","Ending Latitude","Ending Longitude","Ending Odometer (mi)","Starting Battery (%)","Ending Battery (%)","Average Inside Temperature (°F)","Average Outside Temperature (°F)","Average Speed (mph)","Max Speed (mph)","Rated Range Used (mi)","Ideal Range Used (mi)","Distance (mi)","Total Energy Used (kWh)","Average Energy Used (Wh/mi)"
"2025-06-03 23:17","2025-06-03 23:19",,"2","1053 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741571","-97.388855","58046.31","1053 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741713","-97.388990","58046.38","62","62","73.36","85.66","4","6","0.92","0.00","0.07","0.24","3429"
"2025-06-03 23:33","2025-06-03 23:39",,"5","1053 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741710","-97.388985","58046.38","4754 South Padre Island Drive, Corpus Christi, Texas 78411, United States",,"27.715542","-97.384630","58048.51","61","60","65.08","86.79","26","40","3.68","0.00","2.09","0.82","392"
"2025-06-03 23:44","2025-06-03 23:59",,"15","4754 South Padre Island Drive, Corpus Christi, Texas 78411, United States",,"27.715542","-97.384630","58048.51","206 North Water Street, Corpus Christi, Texas 78401, United States",,"27.792582","-97.393616","58057.50","60","55","66.25","85.10","36","66","13.14","0.00","8.93","2.98","334"
"2025-06-04 00:01","2025-06-04 00:23",,"22","206 North Water Street, Corpus Christi, Texas 78401, United States",,"27.792583","-97.393620","58057.50","1053 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741674","-97.388940","58062.69","55","51","64.40","86.25","27","44","9.37","0.00","5.18","2.16","417"
"2025-06-04 03:56","2025-06-04 03:57",,"1","1053 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741655","-97.388930","58062.70","1049 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741774","-97.388855","58062.73","50","50","79.84","86.00","4","8","0.17","0.00","0.03","0.06","2000"
"2025-06-04 20:10","2025-06-04 20:10",,"0","1049 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741777","-97.388850","58062.75","1049 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741777","-97.388850","58062.75","45","45","106.61","87.80","0","0","0.00","0.00","0.00","0.00",
"2025-06-04 20:10","2025-06-04 20:11",,"1","1049 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741777","-97.388850","58062.75","1053 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741673","-97.388940","58062.79","45","45","103.53","87.80","3","3","0.17","0.00","0.04","0.02","500"
"2025-06-04 21:32","2025-06-04 21:32",,"0","1053 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741673","-97.388940","58062.81","1049 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741800","-97.388810","58062.82","37","37","75.11","91.40","0","0","0.00","0.00","0.01","0.04","4000"
"2025-06-05 19:06","2025-06-05 19:07",,"0","1049 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741793","-97.388820","58062.82","1053 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741673","-97.388950","58062.84","31","31","113.00","89.60","2","2","0.17","0.00","0.01","0.02","2000"
"2025-06-05 19:07","2025-06-05 19:07",,"0","1053 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741673","-97.388950","58062.84","1053 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741673","-97.388950","58062.84","31","31","106.16","88.39","2","2","0.00","0.00","0.00","0.06",
"2025-06-05 19:22","2025-06-05 19:22",,"0","1053 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741653","-97.388940","58062.84","1053 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741653","-97.388940","58062.84","29","29","64.76","93.20","0","0","0.17","0.00","0.00","0.04",
"2025-06-05 19:37","2025-06-05 19:37",,"0","1053 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741661","-97.388950","58062.84","1053 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741661","-97.388950","58062.84","27","27","75.56","92.30","0","0","0.00","0.00","0.00","0.00",
"2025-06-05 19:37","2025-06-05 19:38",,"0","1053 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741661","-97.388950","58062.84","1053 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741661","-97.388950","58062.84","27","27","75.56","92.30","0","0","0.17","0.00","0.00","0.04",
"2025-06-05 19:38","2025-06-05 19:39",,"1","1053 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741661","-97.388950","58062.84","1053 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741661","-97.388950","58062.84","27","27","77.95","92.30","0","0","0.00","0.00","0.00","0.04",
"2025-06-05 22:10","2025-06-05 22:10",,"0","1053 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741674","-97.388950","58062.84","1053 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741674","-97.388950","58062.84","22","22","90.32","88.70","0","0","0.00","0.00","0.00","0.00",
"2025-06-06 00:06","2025-06-06 00:19",,"13","1053 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741676","-97.388954","58062.84","4202 South Staples Street, Corpus Christi, Texas 78411, United States",,"27.724844","-97.377500","58064.38","21","19","72.28","86.22","23","40","4.35","0.00","1.54","1.10","714"
"2025-06-06 00:25","2025-06-06 00:29",,"4","4202 South Staples Street, Corpus Christi, Texas 78411, United States",,"27.724834","-97.377495","58064.38","4946 South Staples Street, Corpus Christi, Texas 78411, United States",,"27.710340","-97.368480","58065.61","19","18","63.95","90.01","23","41","2.18","0.00","1.22","0.52","426"
"2025-06-06 01:31","2025-06-06 01:38",,"7","4946 South Staples Street, Corpus Christi, Texas 78411, United States",,"27.710333","-97.368484","58065.62","1049 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741774","-97.388850","58068.57","99","98","60.80","85.10","27","40","4.18","0.00","2.93","0.90","307"
"2025-06-06 10:57","2025-06-06 10:58",,"0","1049 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741774","-97.388850","58068.57","1053 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741617","-97.388916","58068.60","93","93","61.88","94.10","0","0","0.17","0.00","0.02","0.06","3000"
"2025-06-06 11:32","2025-06-06 11:32",,"0","1053 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741617","-97.388916","58068.60","1053 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741617","-97.388916","58068.60","92","92","61.16","95.90","0","0","0.00","0.00","0.00","0.10",
"2025-06-06 11:32","2025-06-06 11:55",,"23","1053 Herndon Street, Corpus Christi, Texas 78411, United States",,"27.741617","-97.388916","58068.60","I-37 Frontage Road, Corpus Christi, Texas 78410, United States",,"27.847223","-97.571430","58085.23","92","81","63.93","95.77","52","78","28.54","0.00","16.64","6.34","381"
"2025-06-06 12:01","2025-06-06 12:02",,"0","11102 Interstate 37, Corpus Christi, Texas 78410, United States",,"27.847237","-97.571410","58085.24","10438 Interstate 37, Corpus Christi, Texas 78410, United States",,"27.847496","-97.570970","58085.30","81","80","69.44","101.30","9","9","0.50","0.00","0.06","0.14","2333"
"2025-06-06 12:02","2025-06-06 12:46",,"43","10438 Interstate 37, Corpus Christi, Texas 78410, United States",,"27.847496","-97.570970","58085.30","830 US Highway 181 North, Beeville, Texas 78102, United States",,"28.430847","-97.740300","58136.11","80","49","68.68","96.10","71","84","83.77","0.00","50.53","19.06","377"
"2025-06-06 12:46","2025-06-06 13:12",,"25","830 US Highway 181 North, Beeville, Texas 78102, United States",,"28.430847","-97.740300","58136.11","123 South Sunset Strip Drive, Kenedy, Texas 78119, United States",,"28.811335","-97.856940","58164.33","49","34","65.07","96.15","64","97","41.26","0.00","28.18","9.38","333"
"2025-06-06 13:34","2025-06-06 15:37",,"123","123 South Sunset Strip Drive, Kenedy, Texas 78119, United States",,"28.811316","-97.856950","58164.33","2808 Bartons Bluff Lane, Austin, Texas 78746, United States",,"30.256390","-97.796510","58282.31","80","16","60.80","97.45","60","85","173.97","0.00","117.97","39.60","336"
"2025-06-06 15:38","2025-06-06 16:13",,"34","2808 Bartons Bluff Lane, Austin, Texas 78746, United States",,"30.256380","-97.796486","58282.34","13810 Sawyer Ranch Road, Dripping Springs, Texas 78620, United States",,"30.195950","-97.998085","58297.38","16","6","64.38","98.89","34","65","27.95","0.00","15.01","6.22","414"
"2025-06-06 16:13","2025-06-06 16:15",,"1","13810 Sawyer Ranch Road, Dripping Springs, Texas 78620, United States",,"30.195950","-97.998085","58297.38","13810 Sawyer Ranch Road, Dripping Springs, Texas 78620, United States",,"30.195524","-97.998250","58297.45","6","6","67.93","95.90","9","12","0.17","0.00","0.07","0.14","2000"
"2025-06-06 17:00","2025-06-06 17:02",,"1","13810 Sawyer Ranch Road, Dripping Springs, Texas 78620, United States",,"30.195524","-97.998250","58297.45","13810 Sawyer Ranch Road, Dripping Springs, Texas 78620, United States",,"30.195839","-97.997870","58297.54","89","89","61.16","95.90","8","8","0.33","0.00","0.09","0.18","2000"
"2025-06-06 17:02","2025-06-06 17:29",,"27","13810 Sawyer Ranch Road, Dripping Springs, Texas 78620, United States",,"30.195839","-97.997870","58297.54","2224 Miller Creek Cemetery Road, Johnson City, Texas 78636, United States",,"30.195574","-98.333610","58319.00","89","78","64.04","96.66","53","75","30.96","0.00","21.44","7.00","326"
"2025-06-06 17:36","2025-06-06 17:36",,"0","2224 Miller Creek Cemetery Road, Johnson City, Texas 78636, United States",,"30.195578","-98.333610","58319.00","2224 Miller Creek Cemetery Road, Johnson City, Texas 78636, United States",,"30.195578","-98.333610","58319.00","77","77","61.52","99.50","0","0","0.00","0.00","0.00","0.00",
"2025-06-06 17:36","2025-06-06 19:27",,"110","2224 Miller Creek Cemetery Road, Johnson City, Texas 78636, United States",,"30.195578","-98.333610","58319.00","I-10 Frontage Road, Junction, Texas 76849, United States",,"30.509314","-99.774650","58425.15","77","19","61.02","92.77","60","87","158.08","0.00","106.15","35.82","337"
"2025-06-06 20:18","2025-06-06 20:18",,"0","I-10 Frontage Road, Junction, Texas 76849, United States",,"30.509295","-99.774660","58425.15","I-10 Frontage Road, Junction, Texas 76849, United States",,"30.509315","-99.774635","58425.15","86","86","61.34","95.00","0","0","0.17","0.00","0.00","0.02",
"2025-06-06 20:18","2025-06-06 21:32",,"73","I-10 Frontage Road, Junction, Texas 76849, United States",,"30.509315","-99.774635","58425.15","1306 Avenue F, Ozona, Texas 76943, United States",,"30.706587","-101.202540","58515.07","86","32","62.51","89.13","74","84","146.86","0.00","89.92","33.44","372"
"2025-06-06 21:56","2025-06-06 22:55",,"59","1306 Avenue F, Ozona, Texas 76943, United States",,"30.706587","-101.202540","58515.07","I 10 Service Road, Big Lake, Texas 79752, United States",,"30.893064","-102.255330","58583.20","82","42","62.82","87.33","70","83","108.37","0.00","68.13","24.74","363"
"2025-06-06 23:00","2025-06-06 23:05",,"4","I 10 Service Road, Big Lake, Texas 79752, United States",,"30.893064","-102.255340","58583.31","4638 Fm 11, Fort Stockton, Texas 79735, United States",,"30.887938","-102.300500","58586.10","42","40","62.60","85.10","48","58","3.93","0.00","2.79","0.92","330"
"2025-06-06 23:07","2025-06-06 23:09",,"1","4638 Fm 11, Fort Stockton, Texas 79735, United States",,"30.887938","-102.300500","58586.10","Interstate 10, Fort Stockton, Texas 79735, United States",,"30.886310","-102.303010","58586.19","40","40","62.60","85.10","8","9","0.17","0.00","0.10","0.00","0"
"2025-06-06 23:09","2025-06-06 23:13",,"4","Interstate 10, Fort Stockton, Texas 79735, United States",,"30.886310","-102.303010","58586.19","Interstate 10, Fort Stockton, Texas 79735, United States",,"30.895802","-102.352516","58589.39","40","38","62.60","85.10","47","72","5.69","0.00","3.20","1.24","387"
"2025-06-06 23:15","2025-06-06 23:20",,"5","Interstate 10, Fort Stockton, Texas 79735, United States",,"30.895802","-102.352516","58589.39","I 10 Service Road, Fort Stockton, Texas 79735, United States",,"30.891062","-102.407745","58592.79","38","36","62.60","85.10","39","58","5.02","0.00","3.39","1.08","319"
"2025-06-06 23:27","2025-06-06 23:45",,"17","I 10 Service Road, Fort Stockton, Texas 79735, United States",,"30.891062","-102.407745","58592.84","4683 Fm 11, Fort Stockton, Texas 79752, United States",,"30.882462","-102.301230","58599.86","36","32","62.87","84.09","30","52","10.79","0.00","7.02","2.46","350"
"2025-06-06 23:52","2025-06-06 23:54",,"1","4683 Fm 11, Fort Stockton, Texas 79752, United States",,"30.882462","-102.301230","58599.86","4683 Fm 11, Fort Stockton, Texas 79752, United States",,"30.881956","-102.301636","58599.93","32","32","62.60","86.00","4","4","0.33","0.00","0.07","0.10","1429"
"2025-06-07 00:15","2025-06-07 00:18",,"3","4683 Fm 11, Fort Stockton, Texas 79752, United States",,"30.881939","-102.301620","58599.95","4683 Fm 11, Fort Stockton, Texas 79735, United States",,"30.882418","-102.301544","58600.01","31","31","69.22","94.10","5","5","0.17","0.00","0.06","0.00","0"
"2025-06-07 00:18","2025-06-07 00:21",,"2","4683 Fm 11, Fort Stockton, Texas 79735, United States",,"30.882418","-102.301544","58600.01","4638 Fm 11, Fort Stockton, Texas 79735, United States",,"30.888275","-102.300290","58600.41","31","31","72.81","96.42","14","25","1.00","0.00","0.40","0.26","650"
"2025-06-07 00:21","2025-06-07 00:22",,"1","4638 Fm 11, Fort Stockton, Texas 79735, United States",,"30.888275","-102.300290","58600.41","4638 Fm 11, Fort Stockton, Texas 79735, United States",,"30.888325","-102.300420","58600.48","31","31","64.04","90.86","5","5","0.00","0.00","0.07","0.00","0"
"2025-06-07 00:36","2025-06-07 00:36",,"0","4638 Fm 11, Fort Stockton, Texas 79735, United States",,"30.888332","-102.300450","58600.48","4638 Fm 11, Fort Stockton, Texas 79735, United States",,"30.888222","-102.300545","58600.50","30","30","62.96","88.70","4","4","0.17","0.00","0.01","0.04","4000"
"2025-06-07 00:36","2025-06-07 00:50",,"13","4638 Fm 11, Fort Stockton, Texas 79735, United States",,"30.888222","-102.300545","58600.50","Interstate 10, Fort Stockton, Texas 79735, United States",,"30.886171","-102.431960","58608.45","30","27","62.96","85.10","43","63","10.54","0.00","7.95","2.38","299"
"2025-06-07 00:50","2025-06-07 00:51",,"1","Interstate 10, Fort Stockton, Texas 79735, United States",,"30.886171","-102.431960","58608.45","Interstate 10, Fort Stockton, Texas 79735, United States",,"30.886168","-102.432000","58608.59","27","26","62.96","83.30","0","1","-0.17","0.00","0.13","-0.02","-154"
"2025-06-07 01:08","2025-06-07 01:24",,"15","Interstate 10, Fort Stockton, Texas 79735, United States",,"30.886168","-102.432000","58608.59","I 10 Service Road, Fort Stockton, Texas 79735, United States",,"30.864853","-102.587250","58618.12","26","21","62.96","84.54","41","48","12.55","0.00","9.54","2.84","298"
"2025-06-07 01:24","2025-06-07 01:25",,"1","I 10 Service Road, Fort Stockton, Texas 79735, United States",,"30.864853","-102.587250","58618.12","I 10 Service Road, Fort Stockton, Texas 79735, United States",,"30.865152","-102.587680","58618.16","21","21","62.82","83.30","0","1","0.08","0.00","0.04","0.06","1500"
"2025-06-07 01:29","2025-06-07 01:31",,"2","I 10 Service Road, Fort Stockton, Texas 79735, United States",,"30.865152","-102.587680","58618.16","I 10 Service Road, Fort Stockton, Texas 79735, United States",,"30.868176","-102.600260","58618.96","21","21","71.91","85.10","26","34","1.17","0.00","0.79","0.18","228"
"2025-06-07 01:31","2025-06-07 01:32",,"0","I 10 Service Road, Fort Stockton, Texas 79735, United States",,"30.868176","-102.600260","58618.96","I 10 Service Road, Fort Stockton, Texas 79735, United States",,"30.868176","-102.600260","58618.96","21","21","65.48","85.10","0","0","0.00","0.00","0.00","0.00",
"2025-06-07 01:39","2025-06-07 01:41",,"1","I 10 Service Road, Fort Stockton, Texas 79735, United States",,"30.868166","-102.600230","58618.96","I 10 Service Road, Fort Stockton, Texas 79735, United States",,"30.868212","-102.600334","58618.96","21","21","71.06","85.10","0","1","0.17","0.00","0.00","0.04",
"2025-06-07 01:41","2025-06-07 01:42",,"0","I 10 Service Road, Fort Stockton, Texas 79735, United States",,"30.868212","-102.600334","58618.96","I 10 Service Road, Fort Stockton, Texas 79735, United States",,"30.868353","-102.600716","58618.98","21","21","72.50","85.10","0","0","0.17","0.00","0.01","0.00","0"
"2025-06-07 01:42","2025-06-07 01:43",,"0","I 10 Service Road, Fort Stockton, Texas 79735, United States",,"30.868343","-102.600680","58619.00","I 10 Service Road, Fort Stockton, Texas 79735, United States",,"30.868343","-102.600680","58619.00","21","21","72.50","85.10","0","0","0.00","0.00","0.00","0.00",
"2025-06-07 01:43","2025-06-07 01:44",,"1","I 10 Service Road, Fort Stockton, Texas 79735, United States",,"30.868343","-102.600680","58619.00","I 10 Service Road, Fort Stockton, Texas 79735, United States",,"30.868992","-102.602350","58619.11","21","20","70.70","85.10","0","1","0.17","0.00","0.11","0.06","545"
"2025-06-07 01:45","2025-06-07 01:49",,"3","I 10 Service Road, Fort Stockton, Texas 79735, United States",,"30.868996","-102.602360","58619.11","I 10 Service Road, Fort Stockton, Texas 79735, United States",,"30.870472","-102.606150","58619.36","20","20","67.28","89.29","5","7","0.33","0.00","0.25","0.06","240"
"2025-06-07 01:49","2025-06-07 01:52",,"3","I 10 Service Road, Fort Stockton, Texas 79735, United States",,"30.870472","-102.606150","58619.36","I 10 Service Road, Fort Stockton, Texas 79735, United States",,"30.871819","-102.609590","58619.57","20","20","79.41","94.10","5","7","0.33","0.00","0.21","0.12","571"
"2025-06-07 01:52","2025-06-07 01:53",,"1","I 10 Service Road, Fort Stockton, Texas 79735, United States",,"30.871819","-102.609590","58619.57","I 10 Service Road, Fort Stockton, Texas 79735, United States",,"30.872402","-102.611084","58619.63","20","20","82.40","96.62","7","7","0.17","0.00","0.06","-0.02","-333"
"2025-06-07 01:53","2025-06-07 02:01",,"7","I 10 Service Road, Fort Stockton, Texas 79735, United States",,"30.872402","-102.611084","58619.63","Interstate 10, Fort Stockton, Texas 79735, United States",,"30.878042","-102.646430","58621.82","20","19","68.83","88.14","32","43","2.85","0.00","2.19","0.66","301"
"2025-06-07 02:03","2025-06-07 02:32",,"28","Interstate 10, Fort Stockton, Texas 79735, United States",,"30.878042","-102.646430","58621.82","2573 North Front Street, Fort Stockton, Texas 79735, United States",,"30.906004","-102.884670","58636.55","19","13","62.67","79.47","29","44","16.82","0.00","14.73","3.78","257"
"2025-06-07 03:49","2025-06-07 03:50",,"0","2573 North Front Street, Fort Stockton, Texas 79735, United States",,"30.906017","-102.884640","58636.56","2571 North Front Street, Fort Stockton, Texas 79735, United States",,"30.906015","-102.885360","58636.61","98","98","68.72","77.90","5","8","0.08","0.00","0.05","0.02","400"
"2025-06-07 05:35","2025-06-07 05:38",,"3","2571 North Front Street, Fort Stockton, Texas 79735, United States",,"30.906015","-102.885345","58636.62","2801 Texas Highway 18, Fort Stockton, Texas 79735, United States",,"30.908665","-102.885820","58637.02","94","94","65.44","81.50","11","24","0.75","0.00","0.40","0.22","550"
"2025-06-07 05:44","2025-06-07 05:49",,"4","2801 Texas Highway 18, Fort Stockton, Texas 79735, United States",,"30.908663","-102.885800","58637.02","1723 North US Highway 285, Fort Stockton, Texas 79735, United States",,"30.902250","-102.912520","58638.75","94","92","65.48","80.11","26","63","3.77","0.00","1.72","0.84","488"
"2025-06-07 05:54","2025-06-07 05:54",,"0","1723 North US Highway 285, Fort Stockton, Texas 79735, United States",,"30.902240","-102.912540","58638.75","1723 North US Highway 285, Fort Stockton, Texas 79735, United States",,"30.902240","-102.912540","58638.75","92","92","70.88","89.60","0","0","0.00","0.00","0.00","0.00",
"2025-06-07 05:54","2025-06-07 05:57",,"2","1723 North US Highway 285, Fort Stockton, Texas 79735, United States",,"30.902240","-102.912540","58638.75","Interstate 10 West, Fort Stockton, Texas 79735, United States",,"30.901602","-102.912384","58638.85","92","92","69.33","88.57","7","7","0.33","0.00","0.09","0.08","889"
"2025-06-07 05:57","2025-06-07 06:05",,"7","Interstate 10 West, Fort Stockton, Texas 79735, United States",,"30.901588","-102.912360","58638.85","2573 North Front Street, Fort Stockton, Texas 79735, United States",,"30.905960","-102.884600","58640.94","92","91","62.13","79.90","26","59","3.01","0.00","2.09","0.70","335"
"2025-06-07 06:13","2025-06-07 06:22",,"8","2573 North Front Street, Fort Stockton, Texas 79735, United States",,"30.905970","-102.884580","58640.94","North US Highway 285, Fort Stockton, Texas 79735, United States",,"30.936098","-102.963715","58646.79","94","90","61.12","76.10","45","77","11.05","0.00","5.84","2.52","432"
"2025-06-07 06:26","2025-06-07 06:27",,"0","North US Highway 285, Fort Stockton, Texas 79735, United States",,"30.936098","-102.963715","58646.79","North US Highway 285, Fort Stockton, Texas 79735, United States",,"30.936098","-102.963715","58646.79","90","90","60.44","76.10","0","0","0.17","0.00","0.00","0.00",
"2025-06-07 06:27","2025-06-07 06:31",,"4","North US Highway 285, Fort Stockton, Texas 79735, United States",,"30.936098","-102.963715","58646.79","North US Highway 285, Fort Stockton, Texas 79735, United States",,"30.958805","-102.998634","58649.75","90","88","60.44","76.93","55","79","6.36","0.00","2.81","1.36","484"
"2025-06-07 06:32","2025-06-07 06:45",,"12","North US Highway 285, Fort Stockton, Texas 79735, United States",,"30.958794","-102.998620","58649.75","Interstate 10 West, Fort Stockton, Texas 79735, United States",,"30.902067","-102.911920","58656.19","88","83","60.44","75.45","59","74","12.22","0.00","6.44","2.80","435"
"2025-06-07 07:38","2025-06-07 07:39",,"0","Interstate 10 West, Fort Stockton, Texas 79735, United States",,"30.902067","-102.911920","58656.19","1723 North US Highway 285, Fort Stockton, Texas 79735, United States",,"30.901987","-102.912750","58656.26","81","81","60.44","77.00","7","7","0.17","0.00","0.07","0.02","286"
"2025-06-07 07:48","2025-06-07 07:56",,"7","1723 North US Highway 285, Fort Stockton, Texas 79735, United States",,"30.901997","-102.912740","58656.27","805 North Rooney Street, Fort Stockton, Texas 79735, United States",,"30.892723","-102.876800","58658.67","81","80","60.80","77.77","22","41","3.18","0.00","2.40","0.74","308"
"2025-06-07 08:30","2025-06-07 08:42",,"11","805 North Rooney Street, Fort Stockton, Texas 79735, United States",,"30.892721","-102.876800","58658.68","1100 North Front Street, Fort Stockton, Texas 79735, United States",,"30.895155","-102.884390","58659.72","78","76","60.80","82.09","13","33","3.51","0.00","1.04","0.86","827"
"2025-06-07 08:42","2025-06-07 08:51",,"9","1100 North Front Street, Fort Stockton, Texas 79735, United States",,"30.895155","-102.884390","58659.72","900 East Dickinson Boulevard, Fort Stockton, Texas 79735, United States",,"30.892836","-102.870155","58660.65","76","75","60.80","83.98","19","36","2.59","0.00","0.93","0.50","538"
"2025-06-07 09:16","2025-06-07 09:18",,"1","900 East Dickinson Boulevard, Fort Stockton, Texas 79735, United States",,"30.892824","-102.870155","58660.65","805 North Rooney Street, Fort Stockton, Texas 79735, United States",,"30.893183","-102.877080","58661.09","74","74","56.17","91.99","24","39","0.33","0.00","0.28","0.24","857"
"2025-06-07 09:18","2025-06-07 09:18",,"0","405 East Dickinson Boulevard, Fort Stockton, Texas 79735, United States",,"30.893099","-102.875244","58660.93","805 North Rooney Street, Fort Stockton, Texas 79735, United States",,"30.893183","-102.877080","58661.09","74","73","55.40","89.91","8","8","0.84","0.00","0.16","0.00","0"
"2025-06-07 09:20","2025-06-07 09:22",,"1","805 North Rooney Street, Fort Stockton, Texas 79735, United States",,"30.893183","-102.877090","58661.09","805 North Rooney Street, Fort Stockton, Texas 79735, United States",,"30.893183","-102.877090","58661.09","73","73","52.84","86.90","0","0","0.17","0.00","0.00","0.02",
"2025-06-07 09:22","2025-06-07 09:23",,"0","805 North Rooney Street, Fort Stockton, Texas 79735, United States",,"30.893183","-102.877090","58661.09","805 North Rooney Street, Fort Stockton, Texas 79735, United States",,"30.893183","-102.877090","58661.09","73","73","53.19","86.90","0","0","0.17","0.00","0.00","0.06",
"2025-06-07 09:25","2025-06-07 09:35",,"9","805 North Rooney Street, Fort Stockton, Texas 79735, United States",,"30.893183","-102.877090","58661.09","2603 West Dickinson Boulevard, Fort Stockton, Texas 79735, United States",,"30.893824","-102.908440","58663.84","73","71","57.27","85.60","22","53","5.36","0.00","2.74","1.24","453"
"2025-06-07 09:36","2025-06-07 09:38",,"2","2603 West Dickinson Boulevard, Fort Stockton, Texas 79735, United States",,"30.893824","-102.908440","58663.84","2709 West Dickinson Boulevard, Fort Stockton, Texas 79735, United States",,"30.893885","-102.909470","58663.92","71","71","64.51","85.10","8","10","0.17","0.00","0.07","0.02","286"
"2025-06-07 09:47","2025-06-07 09:48",,"0","2709 West Dickinson Boulevard, Fort Stockton, Texas 79735, United States",,"30.893885","-102.909470","58663.92","2709 West Dickinson Boulevard, Fort Stockton, Texas 79735, United States",,"30.893690","-102.909680","58663.94","70","70","62.06","89.42","5","5","0.17","0.00","0.01","0.08","8000"
"2025-06-07 09:55","2025-06-07 10:11",,"16","2709 West Dickinson Boulevard, Fort Stockton, Texas 79735, United States",,"30.893690","-102.909680","58663.94","2709 West Dickinson Boulevard, Fort Stockton, Texas 79735, United States",,"30.893760","-102.909920","58663.99","70","69","64.81","91.81","2","2","3.01","0.00","0.05","0.68","13600"
"2025-06-07 10:14","2025-06-07 10:15",,"1","2709 West Dickinson Boulevard, Fort Stockton, Texas 79735, United States",,"30.893760","-102.909920","58663.99","2709 West Dickinson Boulevard, Fort Stockton, Texas 79735, United States",,"30.893900","-102.909590","58664.02","68","68","62.96","92.30","5","5","0.17","0.00","0.03","0.02","667"
"2025-06-07 10:21","2025-06-07 10:31",,"9","2709 West Dickinson Boulevard, Fort Stockton, Texas 79735, United States",,"30.893892","-102.909500","58664.02","2723 East US Highway 290, Fort Stockton, Texas 79735, United States",,"30.893196","-102.852160","58667.48","68","66","66.36","92.43","38","65","5.52","0.00","3.46","1.24","358"
"2025-06-07 10:54","2025-06-07 10:56",,"1","2723 East US Highway 290, Fort Stockton, Texas 79735, United States",,"30.893202","-102.852160","58667.48","2723 E US Highway 290, Fort Stockton, Texas 79735, United States",,"30.893380","-102.852600","58667.66","64","64","69.44","100.27","7","11","0.84","0.00","0.15","0.20","1333"
"2025-06-07 11:03","2025-06-07 11:03",,"0","2723 E US Highway 290, Fort Stockton, Texas 79735, United States",,"30.893380","-102.852600","58667.66","2723 E US Highway 290, Fort Stockton, Texas 79735, United States",,"30.893380","-102.852610","58667.66","63","63","68.00","95.90","0","0","0.00","0.00","0.00","0.00",
"2025-06-07 11:06","2025-06-07 11:07",,"0","2723 E US Highway 290, Fort Stockton, Texas 79735, United States",,"30.893380","-102.852610","58667.66","2723 East US Highway 290, Fort Stockton, Texas 79735, United States",,"30.893534","-102.851920","58667.72","62","62","68.18","95.90","7","10","0.50","0.00","0.07","0.08","1143"
"2025-06-07 18:50","2025-06-07 18:52",,"1","2723 East US Highway 290, Fort Stockton, Texas 79735, United States",,"30.893534","-102.851920","58667.72","2723 East US Highway 290, Fort Stockton, Texas 79735, United States",,"30.892998","-102.852060","58667.77","10","10","75.74","113.18","0","1","0.50","0.00","0.05","0.12","2400"
"2025-06-07 18:52","2025-06-07 19:01",,"8","2723 East US Highway 290, Fort Stockton, Texas 79735, United States",,"30.892998","-102.852060","58667.77","2573 North Front Street, Fort Stockton, Texas 79735, United States",,"30.905973","-102.884600","58670.65","10","8","73.94","105.53","28","54","5.19","0.00","2.86","1.10","385"
"2025-06-07 20:28","2025-06-07 21:03",,"34","2573 North Front Street, Fort Stockton, Texas 79735, United States",,"30.905977","-102.884605","58670.66","Interstate 10, Balmorhea, Texas 79718, United States",,"30.954239","-103.429306","58703.64","100","81","69.94","92.80","57","84","50.38","0.00","32.66","11.90","364"
